API,Error
paddle_distributed_destroy_process_group.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_destroy_process_group.py"", line 6, in <module>
    group = dist.new_group([0, 1])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 384, in new_group
    global_group = _get_default_group()
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_fleet_utils_HDFSClient.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_fleet_utils_HDFSClient.py"", line 10, in <module>
    client.ls_dir(""hdfs:/test_hdfs_client"")
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\fs.py"", line 407, in handler
    return f(*args, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\fs.py"", line 551, in ls_dir
    if not self.is_exist(fs_path):
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\fs.py"", line 407, in handler
    return f(*args, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\fs.py"", line 689, in is_exist
    ret, out = self._run_cmd(cmd, redirect_stderr=True, retry_times=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\fs.py"", line 482, in _run_cmd
    ret, output = core.shell_execute_cmd(exe_cmd, 0, 0, redirect_stderr)
NotImplementedError: (Unimplemented) This function(shell_get_command_output) is not implemented under _WIN32 or __APPLE__. (at ..\paddle\fluid\framework\io\shell.cc:373)

"
paddle_distributed_fleet_utils_recompute.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_fleet_utils_recompute.py"", line 79, in <module>
    loss, param, grad = run_model(cuda_state, recompute_block=[1, 2])
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_fleet_utils_recompute.py"", line 65, in run_model
    y_pred = model(x)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_fleet_utils_recompute.py"", line 44, in forward
    inputs = recompute(self.total_func[i], inputs, **{""preserve_rng_state"": True})
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\utils\__init__.py"", line 129, in recompute
    return fleet.recompute.recompute(function, *args, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\recompute\recompute.py"", line 503, in recompute
    return RecomputeFunction.apply(function, preserve, *args, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\recompute\recompute.py"", line 263, in forward
    raise RuntimeError(
RuntimeError: Recompute with RNG perserve is not support current device: cpu.
"
paddle_distributed_get_group.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_get_group.py"", line 2, in <module>
    gid = paddle.distributed.new_group([2,4,6])
NameError: name 'paddle' is not defined
"
paddle_distributed_init_parallel_env.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_init_parallel_env.py"", line 40, in <module>
    dist.spawn(train)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 574, in spawn
    procs_env_list = _get_subprocess_env_list(nprocs, options)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 146, in _get_subprocess_env_list
    block_windows_and_macos(options['backend'])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\launch_utils.py"", line 2009, in block_windows_and_macos
    raise ValueError(
ValueError: You are going to using gloo on windows, but currently is not supported
"
paddle_distributed_irecv.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_irecv.py"", line 8, in <module>
    task = dist.isend(data, dst=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1662, in isend
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_isend.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_isend.py"", line 8, in <module>
    task = dist.isend(data, dst=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1662, in isend
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_new_group.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_new_group.py"", line 5, in <module>
    gp = paddle.distributed.new_group([2,4,6])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 384, in new_group
    global_group = _get_default_group()
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_ParallelEnv.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_ParallelEnv.py"", line 22, in <module>
    dist.spawn(train, nprocs=2)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 574, in spawn
    procs_env_list = _get_subprocess_env_list(nprocs, options)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 146, in _get_subprocess_env_list
    block_windows_and_macos(options['backend'])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\launch_utils.py"", line 2009, in block_windows_and_macos
    raise ValueError(
ValueError: You are going to using gloo on windows, but currently is not supported
"
paddle_distributed_ProbabilityEntry.py,"  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_ProbabilityEntry.py"", line 11
    input=input,
         ^
SyntaxError: invalid syntax
"
paddle_distributed_recv.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_recv.py"", line 8, in <module>
    dist.send(data, dst=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1475, in send
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_reduce.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_reduce.py"", line 10, in <module>
    dist.reduce(data, dst=0)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 787, in reduce
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_ReduceOp.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_ReduceOp.py"", line 10, in <module>
    dist.all_reduce(data, op=dist.ReduceOp.SUM)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\all_reduce.py"", line 61, in all_reduce
    return stream.all_reduce(tensor,
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\stream\all_reduce.py"", line 112, in all_reduce
    return _all_reduce_in_dygraph(tensor, op, group, sync_op,
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\stream\all_reduce.py"", line 25, in _all_reduce_in_dygraph
    group = _get_global_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\group.py"", line 86, in _get_global_group
    raise RuntimeError(""The global group is not initialized."")
RuntimeError: The global group is not initialized.
"
paddle_distributed_reduce_scatter.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_reduce_scatter.py"", line 12, in <module>
    dist.reduce_scatter(data1, [data1, data2])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1909, in reduce_scatter
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_scatter.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_scatter.py"", line 9, in <module>
    dist.scatter(data1, src=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1161, in scatter
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_send.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_send.py"", line 8, in <module>
    dist.send(data, dst=1)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 1475, in send
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_sharding_group_sharded_parallel.py,"[2023-03-30 18:10:21,057] [    INFO] topology.py:215 - HybridParallelInfo: rank_id: 0, mp_degree: 1, sharding_degree: 1, pp_degree: 1, dp_degree: 1, mp_group: [0],  sharding_group: [0], pp_group: [0], dp_group: [0], check/clip group: [0]
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_sharding_group_sharded_parallel.py"", line 8, in <module>
    group = paddle.distributed.new_group([0, 1])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 384, in new_group
    global_group = _get_default_group()
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_sharding_save_group_sharded_model.py,"[2023-03-30 18:10:23,345] [    INFO] topology.py:215 - HybridParallelInfo: rank_id: 0, mp_degree: 1, sharding_degree: 1, pp_degree: 1, dp_degree: 1, mp_group: [0],  sharding_group: [0], pp_group: [0], dp_group: [0], check/clip group: [0]
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_sharding_save_group_sharded_model.py"", line 8, in <module>
    group = paddle.distributed.new_group([0, 1])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 384, in new_group
    global_group = _get_default_group()
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_distributed_spawn.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_spawn.py"", line 48, in <module>
    dist.spawn(train)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 574, in spawn
    procs_env_list = _get_subprocess_env_list(nprocs, options)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\spawn.py"", line 146, in _get_subprocess_env_list
    block_windows_and_macos(options['backend'])
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\fleet\launch_utils.py"", line 2009, in block_windows_and_macos
    raise ValueError(
ValueError: You are going to using gloo on windows, but currently is not supported
"
paddle_distributed_split.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_split.py"", line 6, in <module>
    paddle.set_device('gpu:%d'%paddle.distributed.ParallelEnv().dev_id)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\parallel.py"", line 208, in device_id
    return self._device_id
AttributeError: 'ParallelEnv' object has no attribute '_device_id'
"
paddle_distributed_wait.py,"C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\parallel.py:173: UserWarning: Currently not a parallel execution environment, `paddle.distributed.init_parallel_env` will not do anything.
  warnings.warn(
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_distributed_wait.py"", line 5, in <module>
    paddle.distributed.all_reduce(tindata, sync_op=True)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\all_reduce.py"", line 61, in all_reduce
    return stream.all_reduce(tensor,
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\stream\all_reduce.py"", line 112, in all_reduce
    return _all_reduce_in_dygraph(tensor, op, group, sync_op,
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\stream\all_reduce.py"", line 25, in _all_reduce_in_dygraph
    group = _get_global_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\communication\group.py"", line 86, in _get_global_group
    raise RuntimeError(""The global group is not initialized."")
RuntimeError: The global group is not initialized.
"
paddle_incubate_nn_FusedFeedForward.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_nn_FusedFeedForward.py"", line 7, in <module>
    out = fused_feedforward_layer(x)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_transformer.py"", line 652, in forward
    out = incubate_f.fused_feedforward(
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_transformer.py"", line 138, in fused_feedforward
    out, _, _, _, _, _, _, _, _, _, _ = _legacy_C_ops.fused_feedforward(
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_feedforward'
"
paddle_incubate_nn_FusedLinear.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_nn_FusedLinear.py"", line 7, in <module>
    y = linear(x)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_linear.py"", line 94, in forward
    return F.fused_linear(input, self.weight, self.bias,
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_matmul_bias.py"", line 109, in fused_linear
    return fused_matmul_bias(x, weight, bias, False, transpose_weight, name)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_matmul_bias.py"", line 60, in fused_matmul_bias
    return _legacy_C_ops.fused_gemm_epilogue(x, y, bias, 'trans_x',
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_gemm_epilogue'
"
paddle_incubate_nn_FusedMultiHeadAttention.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_nn_FusedMultiHeadAttention.py"", line 8, in <module>
    output = multi_head_attn(query, None, None, attn_mask=attn_mask)  # [2, 4, 128]
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_transformer.py"", line 421, in forward
    out = incubate_f.fused_multi_head_attention(
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_transformer.py"", line 656, in fused_multi_head_attention
    ) = _legacy_C_ops.fused_attention(
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_attention'
"
paddle_incubate_nn_FusedMultiTransformer.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_nn_FusedMultiTransformer.py"", line 10, in <module>
    enc_output = encoder_layers(enc_input, attn_mask)  # [2, 4, 128]
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_transformer.py"", line 1393, in forward
    out = incubate_f.fused_multi_transformer(
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_transformer.py"", line 999, in fused_multi_transformer
    cache_kv_out, final_out = _legacy_C_ops.fused_multi_transformer(
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_multi_transformer'
"
paddle_incubate_nn_FusedTransformerEncoderLayer.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_nn_FusedTransformerEncoderLayer.py"", line 10, in <module>
    enc_output = encoder_layer(enc_input, attn_mask)  # [2, 4, 128]
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_transformer.py"", line 875, in forward
    attn_out = self.fused_attn(src, attn_mask=src_mask)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\fluid\dygraph\layers.py"", line 1012, in __call__
    return self.forward(*inputs, **kwargs)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\layer\fused_transformer.py"", line 421, in forward
    out = incubate_f.fused_multi_head_attention(
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\nn\functional\fused_transformer.py"", line 656, in fused_multi_head_attention
    ) = _legacy_C_ops.fused_attention(
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_attention'
"
paddle_incubate_softmax_mask_fuse.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_softmax_mask_fuse.py"", line 8, in <module>
    rst = incubate.softmax_mask_fuse(x, mask)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\operators\softmax_mask_fuse.py"", line 62, in softmax_mask_fuse
    out = _legacy_C_ops.fused_softmax_mask(x, mask)
AttributeError: module 'paddle.fluid.libpaddle.eager.ops.legacy' has no attribute 'fused_softmax_mask'
"
paddle_incubate_softmax_mask_fuse_upper_triangle.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_softmax_mask_fuse_upper_triangle.py"", line 7, in <module>
    rst = incubate.softmax_mask_fuse_upper_triangle(x)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\operators\softmax_mask_fuse_upper_triangle.py"", line 62, in softmax_mask_fuse_upper_triangle
    out = _legacy_C_ops.fused_softmax_mask_upper_triangle(x)
NotImplementedError: (Unimplemented) Softmax mask fuse op only supports GPU now.
  [Hint: Expected platform::is_gpu_place(ctx.GetPlace()) == true, but received platform::is_gpu_place(ctx.GetPlace()):0 != true:1.] (at ..\paddle/fluid/operators/fused_softmax_mask_upper_triangle_op.h:27)
  [operator < fused_softmax_mask_upper_triangle > error]
"
paddle_incubate_xpu_resnet_block_ResNetBasicBlock.py,"Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_incubate_xpu_resnet_block_ResNetBasicBlock.py"", line 25, in <module>
    out = resnet_basic_block.forward(x)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\xpu\resnet_block.py"", line 682, in forward
    out = resnet_basic_block(
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\incubate\xpu\resnet_block.py"", line 142, in resnet_basic_block
    ) = getattr(_C_ops, ""resnet_basic_block"")(
AttributeError: module 'paddle.fluid.libpaddle.eager.ops' has no attribute 'resnet_basic_block'
"
paddle_io_DataLoader.py,"  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_io_DataLoader.py"", line 2
    For reading iterable dataset with multiprocess Dataloader, please see paddle.io.IterableDataset
        ^
SyntaxError: invalid syntax
"
paddle_nn_CosineSimilarity.py,"  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_nn_CosineSimilarity.py"", line 1
    Case 0:
         ^
SyntaxError: invalid syntax
"
paddle_nn_functional_class_center_sample.py,"[2023-03-30 18:18:58,362] [    INFO] topology.py:215 - HybridParallelInfo: rank_id: 0, mp_degree: 1, sharding_degree: 1, pp_degree: 1, dp_degree: 1, mp_group: [0],  sharding_group: [0], pp_group: [0], dp_group: [0], check/clip group: [0]
Traceback (most recent call last):
  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_nn_functional_class_center_sample.py"", line 15, in <module>
    dist.all_gather(label_list, label)
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 946, in all_gather
    group = _get_default_group() if group is None else group
  File ""C:\Users\vatsa\AppData\Local\Programs\Python\Python39\lib\site-packages\paddle\distributed\collective.py"", line 125, in _get_default_group
    assert is_initialized(), (
AssertionError: Call paddle.distributed.init_parallel_env first to initialize the distributed environment.
"
paddle_nn_functional_cosine_similarity.py,"  File ""C:\Users\vatsa\OneDrive\Desktop\FreeFuzz\Scrape\api_documentation_code\paddle_nn_functional_cosine_similarity.py"", line 1
    Case 0:
         ^
SyntaxError: invalid syntax
"
